plant_id,company_id,TYPE,CAPACITY,name,carbon_2000,carbon_2007,carbon_nextdecade,energy_2000,energy_2007,energy_nextdecade,intensity_2000,intensity_2007,intensity_nextdecade,perc_cap,country,iso3,state,city_name,latitude,longitude
7820,PACIFIC HYDRO,0,0,CHALLICUM HILLS,0,0,0,0,84092,84092,0,0,0,Oceania,Australia,AUS,Victoria,Buangor,-37.36666,143.1667
7477,ALINTA ENERGY,0,0,CAWSE/CENTAUR NICKEL,48971,53162,54991,75588,82576,85624,1296,1288,1284,Oceania,Australia,AUS,Western Australia,Cawse,0,0
24011,ORIGIN ENERGY LTD,0,0,LADBROKE GROVE,44776,52935,61799,68714,82312,97272,1303,1286,1271,Oceania,Australia,AUS,South Australia,Ladbroke Grove,0,0
37774,WH HECK & SONS PTY LTD,0,0,ROCKY POINT MILL,0,0,0,0,81638,81638,0,0,0,Oceania,Australia,AUS,Queensland,Woongoolba,-27.75,153.3333
34659,ENERGY DEVELOPMENTS LTD (EDL),0,0,PINE CREEK PVT,41167,44553,45977,74868,80711,83071,1100,1104,1107,Oceania,Australia,AUS,Northern Territory,Pine Creek,-13.81667,131.8167
13034,AUSTRALIAN PAPER LTD,0,0,FAIRFIELD MILL,48483,51934,52579,74869,80633,81713,1295,1288,1287,Oceania,Australia,AUS,Victoria,Fairfield,-33.86666,150.95
14802,AUSTRALIAN CEMENT LTD,0,0,GEELONG ACL,6457,6891,6925,73067,78454,78884,177,176,176,Oceania,Australia,AUS,Victoria,Geelong,-38.14,144.32
27798,HYDRO TASMANIA,0,0,MEADOWBANK,0,0,0,84195,77874,77874,0,0,0,Oceania,Australia,AUS,Tasmania,Cambridge,-42.83333,147.45
42131,SYNERGEN POWER PTY LTD,0,0,SNUGGERY,45970,49871,52196,70691,77184,81072,1301,1292,1288,Oceania,Australia,AUS,South Australia,Mount Gambier,-37.83333,140.7667
1216,CABOT AUSTRALASIA PTY LTD,0,0,ALTONA,25085,27110,27554,71291,76912,78144,704,705,705,Oceania,Australia,AUS,Victoria,Altona,-37.86666,144.8333
6345,AUSTRALIAN PAPER LTD,0,0,BURNIE MILL,123426,131691,132269,70897,76105,76470,3482,3461,3459,Oceania,Australia,AUS,Tasmania,Burnie,-41.06,145.91
4200,POWER AND WATER CORP,0,0,BERRIMAH,45270,49110,51434,69056,75410,79284,1311,1302,1297,Oceania,Australia,AUS,Northern Territory,Darwin,-12.43,130.85
49088,HYDRO TASMANIA,0,0,WAYATINAH,0,0,0,80511,74467,74467,0,0,0,Oceania,Australia,AUS,Tasmania,0,0,0
3918,BLUESCOPE STEEL LTD,0,0,BELL BAY TEMCO,24209,26144,26536,68859,74232,75319,703,704,705,Oceania,Australia,AUS,Tasmania,George Town,-41.1,146.8333
6988,INTERNATIONAL POWER AUSTRALIA,0,0,CANUNDA,0,0,0,0,74104,74104,0,0,0,Oceania,Australia,AUS,South Australia,Tantanoola,-37.7,140.45
29565,BHP NICKEL WEST,0,0,MOUNT KEITH,41078,46843,53407,64179,74084,105704,1280,1265,1010,Oceania,Australia,AUS,Western Australia,0,0,0
37898,POWER AND WATER CORP,0,0,RON GOODIN,37914,47545,50461,57291,73156,78006,1324,1300,1294,Oceania,Australia,AUS,Northern Territory,Alice Springs,-23.7,133.8833
8913,ROYAL DUTCH SHELL PLC,0,0,CLYDE REFINERY,23330,25127,25362,66412,71409,72062,703,704,704,Oceania,Australia,AUS,New South Wales,Granville,-33.83333,151.0167
24167,HYDRO TASMANIA,0,0,LAKE ECHO,0,0,0,68198,63078,63078,0,0,0,Oceania,Australia,AUS,Tasmania,0,0,0
19650,ERGON ENERGY CORP LTD,0,0,ISIS ERGON,0,0,0,0,60167,60167,0,0,0,Oceania,Australia,AUS,Queensland,Childers,-25.25,152.2667
49763,HYDRO TASMANIA,0,0,WILMOT TASMANIA,0,0,0,64409,59573,59573,0,0,0,Oceania,Australia,AUS,Tasmania,0,0,0
34361,AUSTRALIAN PAPER LTD,0,0,PETRIE MILL,98171,104739,105181,55194,59244,59518,3557,3536,3534,Oceania,Australia,AUS,Queensland,Petrie,-27.26667,152.9833
32719,PACIFIC HYDRO,0,0,ORD DAM,0,0,0,63146,58405,58405,0,0,0,Oceania,Australia,AUS,Western Australia,Kununurra,-15.76667,128.7333
1217,QENOS PTY LTD,0,0,ALTONA QENOS,4826,5160,5212,53148,57182,57814,182,180,180,Oceania,Australia,AUS,Victoria,Altona,-37.86666,144.8333
8904,AGL ENERGY LTD,0,0,CLOVER VICTORIA,0,0,0,61041,56458,56458,0,0,0,Oceania,Australia,AUS,Victoria,Bogong,-36.8,147.2167
43078,TARONG ENERGY CORP LTD,0,0,STARFISH HILL,0,0,0,0,55578,55578,0,0,0,Oceania,Australia,AUS,South Australia,Cape Jarvis,0,0
33484,HYDRO TASMANIA,0,0,PALOONA,0,0,0,58936,54511,54511,0,0,0,Oceania,Australia,AUS,Tasmania,Sheffield,-41.38334,146.3333
37091,HYDRO TASMANIA,0,0,REPULSE,0,0,0,58936,54511,54511,0,0,0,Oceania,Australia,AUS,Tasmania,0,0,0
9954,APA GROUP,0,0,DAANDINE,0,18965,23202,0,54241,66056,0,699,702,Oceania,Australia,AUS,Queensland,Dalby,-27.19,151.26
29686,PEGASUS GOLD (AUSTRALIA) PTY,0,0,MT TODD MINE,31066,34884,38684,46322,52492,58685,1341,1329,1318,Oceania,Australia,AUS,Northern Territory,Katherine,-14.47,132.26
6360,ERARING ENERGY,0,0,BURRINJUCK,0,0,0,22733,52175,52175,0,0,0,Oceania,Australia,AUS,New South Wales,Yass,-34.83333,148.9167
38143,ENERGY IMPACT PTY LTD,0,0,ROYAL MELBOURNE HOSPITAL,32036,34556,35440,47883,51959,53395,1338,1330,1327,Oceania,Australia,AUS,Victoria,Melbourne,-37.81,144.96
26087,ENERGY DEVELOPMENTS LTD (EDL),0,0,LUCAS HEIGHTS LANDFILL,13408,18124,19305,38647,51889,55189,694,699,700,Oceania,Australia,AUS,New South Wales,Lucas Heights,0,0
27718,ENERGY DEVELOPMENTS LTD (EDL),0,0,MCARTHUR RIVER,16184,17792,18706,46451,50958,53516,697,698,699,Oceania,Australia,AUS,Northern Territory,0,0,0
41364,AUSTRALIAN PAPER LTD,0,0,SHOALHAVEN AP,85083,90787,91201,47199,50670,50923,3605,3583,3582,Oceania,Australia,AUS,New South Wales,Bomaderry,-34.85,150.6167
28336,CS ENERGY CORP LTD,0,0,MIDDLE RIDGE,25473,27675,29194,45615,49944,52951,1117,1108,1103,Oceania,Australia,AUS,Queensland,Toowoomba,-27.56,151.96
14973,ENERGY DEVELOPMENTS LTD (EDL),0,0,GERMAN CREEK EDL,0,17247,22073,0,49432,62913,0,698,702,Oceania,Australia,AUS,Queensland,Middlemount,0,0
35388,SYNERGEN POWER PTY LTD,0,0,PORT LINCOLN,28485,32749,37328,42184,49035,56469,1351,1336,1322,Oceania,Australia,AUS,South Australia,Port Lincoln,-34.73333,135.8667
50498,PACIFIC HYDRO,0,0,YAMBUK,0,0,0,0,48328,48328,0,0,0,Oceania,Australia,AUS,Victoria,Portland,-38.34,141.59
46561,TULLY SUGAR LTD,0,0,TULLY MILL,905,982,1031,46932,48013,48085,39,41,43,Oceania,Australia,AUS,Queensland,Tully,-17.93333,145.9333
35832,PROSERPINE CO-OPERATIVE SUGAR,0,0,PROSERPINE MILL,0,0,0,46208,47189,47189,0,0,0,Oceania,Australia,AUS,Queensland,Prosperine,-20.41667,148.5833
9315,AGL HYDRO,0,0,COPETON INVERELL,0,0,0,50517,46724,46724,0,0,0,Oceania,Australia,AUS,New South Wales,Inverell,-29.77,151.11
47057,UNILEVER PLC,0,0,UNICHEMA MELBOURNE,28619,30871,31661,42399,46008,47280,1350,1342,1339,Oceania,Australia,AUS,Victoria,Melbourne,-37.81667,144.9667
42525,BUNDABERG SUGAR LTD,0,0,SOUTH JOHNSTONE MILL,0,0,0,44591,45538,45538,0,0,0,Oceania,Australia,AUS,Queensland,Gordonvale,-17.08333,145.7833
5927,ENERGY DEVELOPMENTS LTD (EDL),0,0,BROOME EDL,0,15578,19941,0,44750,56967,0,696,700,Oceania,Australia,AUS,Western Australia,Broome,-17.96,122.23
49348,VERVE ENERGY,0,0,WEST KALGOORLIE,21852,24323,26939,38574,43368,48494,1133,1122,1111,Oceania,Australia,AUS,Western Australia,Kalgoorlie,-30.75,121.4667
23369,AMPOL (CALTEX),0,0,KURNELL REFINERY,13905,14957,15050,40048,43007,43267,694,696,696,Oceania,Australia,AUS,New South Wales,Kurnell,-34.01667,151.2
27211,MACKAY SUGAR CO-OPERATIVE,0,0,MARIAN MILL,0,0,0,41587,42470,42470,0,0,0,Oceania,Australia,AUS,Queensland,Marian,-21.15,148.9333
35392,UNICHEMA AUSTRALIA LTD,0,0,PORT MELBOURNE,26586,28594,29186,39159,42358,43305,1358,1350,1348,Oceania,Australia,AUS,Victoria,Port Melbourne,-37.83333,144.9333
5388,QENOS PTY LTD,0,0,BOTANY CRACKER,71849,76678,77059,39231,42124,42353,3663,3641,3639,Oceania,Australia,AUS,New South Wales,Botany,-33.96667,151.2
9873,MELBOURNE WATER CORP,0,0,CURRUM DOWNS,12447,13415,13566,35938,38668,39094,693,694,694,Oceania,Australia,AUS,Victoria,Melbourne,-37.81,144.96
23509,WESFARMERS CSBP LTD,0,0,KWINANA WESFARMERS,7717,8432,8777,34899,37914,39044,442,445,450,Oceania,Australia,AUS,Western Australia,Kwinana,-32.25,115.77
36910,WESTERN POWER,0,0,REDBANK WPC,19612,21502,23145,34270,37898,41076,1145,1135,1127,Oceania,Australia,AUS,Western Australia,Port Hedland,-20.31667,118.5667
1831,BHP BILLITON,0,0,APPIN,11941,12981,13401,34509,37445,38627,692,693,694,Oceania,Australia,AUS,New South Wales,Appin,-34.2,150.7833
49828,ENERGY DEVELOPMENTS LTD (EDL),0,0,WINGFIELD LANDFILL,6065,12859,13753,17799,37100,39620,682,693,694,Oceania,Australia,AUS,South Australia,Adelaide,-34.93,138.6
822,VERVE ENERGY,0,0,ALBANY WIND,0,0,0,0,34797,34797,0,0,0,Oceania,Australia,AUS,Western Australia,Albany,-35.02,117.88
18856,ERARING ENERGY,0,0,HUNTER VALLEY,17614,19679,21942,30470,34398,38747,1156,1144,1133,Oceania,Australia,AUS,New South Wales,0,0,0
5877,ERARING ENERGY,0,0,BROKEN HILL,17293,19391,21754,29863,33848,38383,1158,1146,1133,Oceania,Australia,AUS,New South Wales,Broken Hill,-31.95,141.4333
45865,STANWELL CORP LTD,0,0,TOORA,0,0,0,0,33830,33830,0,0,0,Oceania,Australia,AUS,Victoria,Toora,-38.65,146.3333
8911,HYDRO TASMANIA,0,0,CLUNY,0,0,0,35783,33096,33096,0,0,0,Oceania,Australia,AUS,Tasmania,0,0,0
20903,BHP NICKEL WEST,0,0,KALGOORLIE SMELTER,0,0,0,32393,33081,33081,0,0,0,Oceania,Australia,AUS,Western Australia,Kalgoorlie,-30.75,121.4667
34866,CSR SUGAR,0,0,PLANE CREEK MILL,0,0,0,32345,33033,33033,0,0,0,Oceania,Australia,AUS,Queensland,Sarina,-21.43333,149.2167
49320,RIO TINTO COAL AUSTRALIA,0,0,WEST CLIFF,10155,11033,11375,29455,31942,32910,690,691,691,Oceania,Australia,AUS,New South Wales,Appin,-34.2,150.7833
13161,MACKAY SUGAR CO-OPERATIVE,0,0,FARLEIGH MILL,0,0,0,30035,30673,30673,0,0,0,Oceania,Australia,AUS,Queensland,Mackay,-21.15,149.18
8970,PACIFIC HYDRO,0,0,CODRINGTON,0,0,0,0,29319,29319,0,0,0,Oceania,Australia,AUS,Victoria,Port Fairy,-38.4,142.2333
43577,AGL HYDRO,0,0,SUGARLOAF REBUILD,0,0,0,0,29203,29203,0,0,0,Oceania,Australia,AUS,Victoria,Thornton,0,0
26442,STANWELL CORP LTD,0,0,MACKAY,15108,16505,17630,25762,28378,30501,1173,1163,1156,Oceania,Australia,AUS,Queensland,Mackay,-21.15,149.18
6358,AGL ENERGY LTD,0,0,BURRENDONG,0,0,0,30521,28229,28229,0,0,0,Oceania,Australia,AUS,New South Wales,Dubbo,-32.25,148.6
941,ENERGY IMPACT PTY LTD,0,0,ALFRED HOSPITAL,18162,19591,20093,25961,28171,28950,1399,1391,1388,Oceania,Australia,AUS,Victoria,Prahran,-37.85,145
15063,INCITEC PIVOT LTD,0,0,GIBSON ISLAND PLANT,2518,2695,2731,26087,28106,28508,193,192,192,Oceania,Australia,AUS,Queensland,Gibson Island,0,0
6434,HYDRO TASMANIA,0,0,BUTLERS GORGE,0,0,0,25679,28034,28034,0,0,0,Oceania,Australia,AUS,Tasmania,Butlers Gorge,-42.28333,146.2833
29494,MOSSMAN CENTRAL MILL CO LTD,0,0,MOSSMAN MILL,0,0,0,27378,27960,27960,0,0,0,Oceania,Australia,AUS,Queensland,Mossman,-16.46667,145.3667
33627,HAMERSLEY IRON PTY LTD,0,0,PARABURDOO,17766,19474,20807,25309,27944,30016,1404,1394,1386,Oceania,Australia,AUS,Western Australia,Paraburdoo,0,0
48098,CSR SUGAR,0,0,VICTORIA MILL,0,0,0,27263,27842,27842,0,0,0,Oceania,Australia,AUS,Queensland,Ingham,-18.65,146.15
29343,ERGON ENERGY CORP LTD,0,0,MORANBAH,0,9382,10572,0,27261,30636,0,688,690,Oceania,Australia,AUS,Queensland,Moranbah,-22,148.04
8828,ENERGY DEVELOPMENTS LTD (EDL),0,0,CLAYTON LANDFILL,8314,9147,9629,24223,26595,27963,686,688,689,Oceania,Australia,AUS,,Clayton,0,0
1646,ENERGY IMPACT PTY LTD,0,0,ANNE CAUDLE HOSPITAL,16892,18191,18608,24008,26005,26649,1407,1399,1397,Oceania,Australia,AUS,Victoria,Bendigo,-36.76,144.28
42928,ENERGY IMPACT PTY LTD,0,0,ST VINCENTS HOSPITAL,16833,18157,18623,23917,25953,26671,1408,1399,1396,Oceania,Australia,AUS,Victoria,Fitzroy,-37.78333,144.9833
19651,ISIS CENTRAL MILL CO LTD,0,0,ISIS MILL,480,520,547,25314,25894,25930,38,40,42,Oceania,Australia,AUS,Queensland,Childers,-25.25,152.2667
10166,ENERGY IMPACT PTY LTD,0,0,DANDENONG HOSPITAL,16757,18076,18539,23801,25828,26542,1408,1400,1397,Oceania,Australia,AUS,Victoria,Dandenong,-37.98333,145.2
14803,ENERGY IMPACT PTY LTD,0,0,GEELONG HOSPITAL,16757,18076,18539,23801,25828,26542,1408,1400,1397,Oceania,Australia,AUS,Victoria,Geelong,-38.14,144.32
42059,VISY INDUSTRIES HOLDINGS PTY,0,0,SMITHFIELD MILL,16646,17885,18224,23630,25534,26056,1409,1401,1399,Oceania,Australia,AUS,New South Wales,Smithfield,-28.8,151.0333
12778,ESPERANCE POWER STATION,0,0,ESPERANCE POWER,0,17862,23556,0,25498,34366,0,1401,1371,Oceania,Australia,AUS,Western Australia,Esperance,-33.86,121.89
20902,KALGOORLIE LAKE VIEW,0,0,KALGOORLIE LAKE VIEW,2279,2450,2503,23397,25324,25920,195,194,193,Oceania,Australia,AUS,Western Australia,Kalgoorlie,-30.75,121.4667
21295,STANWELL CORP LTD,0,0,KAREEYA II,0,0,0,0,25309,25309,0,0,0,Oceania,Australia,AUS,Queensland,Tully,-17.93333,145.9333
21476,POWER AND WATER CORP,0,0,KATHERINE,13375,14847,16374,22548,25277,28132,1186,1175,1164,Oceania,Australia,AUS,Northern Territory,Katherine,-14.47,132.26
24608,LATROBE UNIVERSITY,0,0,LATROBE UNIVERSITY,16372,17645,18072,23212,25164,25821,1411,1402,1400,Oceania,Australia,AUS,Victoria,Bundoora,0,0
36368,MACKAY SUGAR CO-OPERATIVE,0,0,RACECOURSE MILL,0,0,0,24259,24774,24774,0,0,0,Oceania,Australia,AUS,Queensland,Mackay,-21.15,149.18
29802,MULGRAVE CENTRAL MILL CO LTD,0,0,MULGRAVE MILL,0,0,0,24259,24774,24774,0,0,0,Oceania,Australia,AUS,Queensland,Mulgrave,-37.91667,145.2
36778,RAVENSTHORPE NICKEL OPERATIONS,0,0,RAVENSTHORPE WORKS,0,14501,22037,0,24632,38930,0,1177,1132,Oceania,Australia,AUS,Western Australia,Ravensthorpe,-33.58333,120.0333
3189,AGL ENERGY LTD,0,0,BANIMBOOLA,0,0,0,0,23849,23849,0,0,0,Oceania,Australia,AUS,Victoria,Dartmouth,-36.56667,147.5833
34956,MACKAY SUGAR CO-OPERATIVE,0,0,PLEYSTOWE MILL,0,0,0,23335,23831,23831,0,0,0,Oceania,Australia,AUS,Queensland,Pleystowe,-21.15,149.0333
34166,PENRICE SODA PRODUCTS PTY LTD,0,0,PENRICE PLANT,15629,16702,16812,22078,23717,23885,1416,1408,1408,Oceania,Australia,AUS,South Australia,Osborne,-35.36666,146.7167
19399,CSR SUGAR,0,0,INKERMAN MILL,0,0,0,23104,23595,23595,0,0,0,Oceania,Australia,AUS,Queensland,Home Hill,-19.66667,147.4167
36614,ENERGY RESOURCES OF AUSTRALIA,0,0,RANGER MINE JABIRU,12401,13633,14753,20759,23024,25102,1195,1184,1175,Oceania,Australia,AUS,Northern Territory,Jabiru,-12.67,132.88
51271,POWER AND WATER CORP,0,0,YULARA,8491,9430,10097,20747,22801,24015,819,827,841,Oceania,Australia,AUS,Northern Territory,0,0,0
35383,AUSTRALIAN BULK MINERALS,0,0,PORT LATTA,17693,19002,19434,20923,22620,23183,1691,1680,1677,Oceania,Australia,AUS,Tasmania,Port Latta,-40.83333,145.3333
43793,SUNSHINE ENERGY PARK,0,0,SUNSHINE ENERGY,6989,7643,7974,20444,22313,23255,684,685,686,Oceania,Australia,AUS,Victoria,Sunshine,-37.78333,144.8333
49823,STANWELL CORP LTD,0,0,WINDYHILL,0,0,0,20822,21265,42207,0,0,0,Oceania,Australia,AUS,Queensland,Herberton Shire,0,0
20885,CSR SUGAR,0,0,KALAMIA MILL,0,0,0,20794,21235,21235,0,0,0,Oceania,Australia,AUS,Queensland,Pyrmont,-33.86945,151.1939
38115,HYDRO TASMANIA,0,0,ROWALLAN,0,0,0,21996,20344,20344,0,0,0,Oceania,Australia,AUS,Tasmania,Rowella,-41.2,146.9
10553,VERVE ENERGY,0,0,DENHAM,10402,11515,12433,18218,20254,21929,1142,1137,1134,Oceania,Australia,AUS,Western Australia,Denham,-25.93333,113.5422
4228,ENERGY DEVELOPMENTS LTD (EDL),0,0,BERWICK LANDFILL,6306,6831,6977,18489,19993,20409,682,683,684,Oceania,Australia,AUS,Victoria,Berwick,-38.03333,145.35
32034,ENVIROGEN PTY LTD,0,0,OAKY CREEK COLLIERY,0,6829,8160,0,19986,23786,0,683,686,Oceania,Australia,AUS,Queensland,Tieri,0,0
5162,SA WATER,0,0,BOLIVAR SAWC,6197,6711,6845,18177,19647,20031,682,683,683,Oceania,Australia,AUS,South Australia,Bolivar,-34.76667,138.6
9728,CROWN LTD,0,0,CROWN CASINO,12860,13940,14417,17890,19515,20236,1438,1429,1425,Oceania,Australia,AUS,Victoria,Melbourne,-37.81,144.96
50066,WIND POWER PTY LTD,0,0,WONTHAGGI,0,0,0,0,19331,19331,0,0,0,Oceania,Australia,AUS,Victoria,Wonthaggi,-38.61,145.59
42747,ENERGY DEVELOPMENTS LTD (EDL),0,0,SPRINGVALE LANDFILL,5984,6587,6940,17564,19295,20303,681,683,684,Oceania,Australia,AUS,Victoria,Springvale,-37.95,145.15
2002,ARGYLE DIAMOND MINES PTY LTD,0,0,ARGYLE MINES,10265,11582,13136,16881,19265,22108,1216,1202,1188,Oceania,Australia,AUS,Western Australia,Kimberly,-17.48333,140.8333
31967,COUNTRY ENERGY,0,0,NYMBOIDA DAM,0,0,0,20628,19079,19079,0,0,0,Oceania,Australia,AUS,New South Wales,Grafton,-29.71,152.94
5844,NSW SUGAR MILLING COOPERATIVE,0,0,BROADWATER SUGAR MILL,0,0,0,18483,18876,89660,0,0,0,Oceania,Australia,AUS,New South Wales,Broadwater,-29.01667,153.45
26452,CSR SUGAR,0,0,MACKNADE MILL,0,0,0,18483,18876,18876,0,0,0,Oceania,Australia,AUS,Queensland,Ingham,-18.65,146.15
38191,AGL HYDRO,0,0,RUBICON,0,0,0,20207,18690,18690,0,0,0,Oceania,Australia,AUS,Victoria,Thornton,0,0
14954,VERVE ENERGY,0,0,GERALTON WPC,10198,11103,11773,16761,18395,19612,1217,1207,1201,Oceania,Australia,AUS,Western Australia,Geralton,-28.76667,114.6
50590,AGL HYDRO,0,0,YARRAWONGA WEIR,0,0,0,19365,17911,17911,0,0,0,Oceania,Australia,AUS,Victoria,0,0,0
34657,POWER AND WATER CORP,0,0,PINE CREEK,11683,12864,13864,16007,17760,19253,1460,1449,1440,Oceania,Australia,AUS,Northern Territory,Pine Creek,-13.81667,131.8167
31680,ERARING ENERGY,0,0,NORTHERN NSW,9717,10750,11779,15899,17755,19623,1222,1211,1201,Oceania,Australia,AUS,New South Wales,0,0,0
45020,ENVIROGEN PTY LTD,0,0,TERALBA COLLIERY,0,5941,6696,0,17443,19606,0,681,683,Oceania,Australia,AUS,New South Wales,Teralba,-32.96667,151.6
24783,COOPERS BREWERY,0,0,LEABROOK BREWERY,0,12541,13232,0,17412,18449,0,1441,1435,Oceania,Australia,AUS,South Australia,Regency Park,0,0
5842,ENERGY DEVELOPMENTS LTD (EDL),0,0,BROADMEADOWS LANDFILL,5332,5840,6107,15692,17152,17919,680,681,682,Oceania,Australia,AUS,Victoria,Broadmeadows,-37.66667,144.9
44104,BUNDABERG SUGAR LTD,0,0,TABLELAND MILL,0,0,0,16173,16516,16516,0,0,0,Oceania,Australia,AUS,Queensland,Arriga,0,0
24183,HYDRO TASMANIA,0,0,LAKE MARGARET,0,0,0,17681,16353,16353,0,0,0,Oceania,Australia,AUS,Tasmania,Queenstown,-42.08333,145.55
7174,WESTERN POWER,0,0,CARNARVON,10818,11831,12616,14845,16350,17523,1457,1447,1440,Oceania,Australia,AUS,Western Australia,Carnarvon,-24.89,113.68
29557,CARTER HOLT HARVEY,0,0,MOUNT GAMBIER PLANT,1533,1639,1654,15163,16309,16477,202,201,201,Oceania,Australia,AUS,South Australia,Mount Gambier,-37.83333,140.7667
10585,ENERGY DEVELOPMENTS LTD (EDL),0,0,DERBY EDL,0,5526,7084,0,16249,20715,0,680,684,Oceania,Australia,AUS,Western Australia,Derby,-17.3,123.9667
34988,BARRICK MINING CO (AUSTRALIA),0,0,PLUTONIC GOLD MINE,10284,11725,13255,14007,16138,18427,1468,1453,1439,Oceania,Australia,AUS,Western Australia,Meekatharra,-26.6,118.4833
44194,ENVIROGEN PTY LTD,0,0,TAHMOOR COLLIERY,0,5430,5924,0,15975,17392,0,680,681,Oceania,Australia,AUS,New South Wales,Picton,-34.18333,150.6
4900,ERARING ENERGY,0,0,BLAYNEY,0,0,0,15617,15948,15948,0,0,0,Oceania,Australia,AUS,New South Wales,Blayney,-33.53333,149.2667
24881,BHP NICKEL WEST,0,0,LEINSTER NICKEL MINE,8579,9683,10990,13874,15839,18189,1237,1223,1208,Oceania,Australia,AUS,Western Australia,Leinster,0,0
38877,BRIDGESTONE CORP,0,0,SALISBURY FACTORY,10532,11334,11581,14423,15611,15978,1461,1452,1450,Oceania,Australia,AUS,South Australia,Salisbury,-34.76667,138.6333
54918,ENVIROGEN PTY LTD,0,0,GLENNIES CREEK,0,5237,6714,0,15418,19656,0,679,683,Oceania,Australia,AUS,New South Wales,Singleton,-32.56667,151.1833
15745,PLACER ASIA PACIFIC,0,0,GRANNY SMITH (DELTA),8075,9115,10346,12984,14824,17028,1244,1230,1215,Oceania,Australia,AUS,Western Australia,Laverton,-28.63333,122.4167
2593,AUSTIN HOSPITAL,0,0,AUSTIN HOSPITAL,10003,10765,11000,13643,14767,15114,1466,1458,1456,Oceania,Australia,AUS,Victoria,Heidelberg,-37.75,145.0667
29611,BUNDABERG SUGAR LTD,0,0,MOURILYAN MILL,0,0,0,14440,14747,14747,0,0,0,Oceania,Australia,AUS,Queensland,Mourilyan,-17.56667,146.05
45288,MELBOURNE WATER CORP,0,0,THOMSON RIVER DAM,0,0,0,15787,14601,14601,0,0,0,Oceania,Australia,AUS,Victoria,0,0,0
44988,POWER AND WATER CORP,0,0,TENNANT CREEK,7094,10140,11708,9901,14199,16504,1433,1428,1419,Oceania,Australia,AUS,Northern Territory,Tennant Creek,-19.65,134.2
2741,BUNDABERG SUGAR LTD,0,0,BABINDA MILL,0,0,0,13862,14157,14157,0,0,0,Oceania,Australia,AUS,Queensland,Babinda,-17.35,145.9167
32720,CJ ORD RIVER SUGAR,0,0,ORD SUGAR MILL,0,0,0,13862,14157,14157,0,0,0,Oceania,Australia,AUS,Western Australia,Kunumnurra,-15.76667,128.7333
19206,KINHILL PTY LTD,0,0,ILLAWARA,0,0,0,14894,13776,13776,0,0,0,Oceania,Australia,AUS,New South Wales,Killawarra,-31.88333,152.3
4002,ERARING ENERGY,0,0,BEMBOOKA,0,0,0,14734,13628,13628,0,0,0,Oceania,Australia,AUS,New South Wales,Bemboka,-36.63334,149.5833
49737,WILLIAMS RIVER DAM HYDRO,0,0,WILLIAMS RIVER DAM,0,0,0,14734,13628,13628,0,0,0,Oceania,Australia,AUS,New South Wales,0,0,0
22794,STANWELL CORP LTD,0,0,KOOMBOOLOOMBA DAM,0,0,0,14734,13628,13628,0,0,0,Oceania,Australia,AUS,Queensland,Tully,-17.93333,145.9333
21477,POWER AND WATER CORP,0,0,KATHERINE NORTH,7360,8207,9128,11732,13218,14847,1255,1242,1230,Oceania,Australia,AUS,Northern Territory,Katherine,-14.47,132.26
55188,APA GROUP,0,0,MOUNT ISA XSTRATA,0,9404,18742,0,12763,26856,0,1474,1396,Oceania,Australia,AUS,Queensland,Mount Isa,-20.73333,139.5
20640,GREAT CENTRAL MINES,0,0,JUNDEE MINE,8237,9401,10646,11064,12759,14590,1489,1474,1459,Oceania,Australia,AUS,Western Australia,Jundee,0,0
32623,BHP BILLITON PETROLEUM,0,0,ONSLOW GAS TREATMENT,8451,9325,10080,11374,12647,13756,1486,1475,1466,Oceania,Australia,AUS,Western Australia,Onslow,-21.65,115.1
5878,SOUTHERN POWER CORP,0,0,BROKEN HILL (SPC),7105,7882,8684,11289,12646,14059,1259,1247,1235,Oceania,Australia,AUS,New South Wales,Broken Hill,-31.95,141.4333
38133,ROYAL BRISBANE HOSPITAL,0,0,ROYAL BRISBANE HOSPITAL,8548,9283,9624,11515,12586,13086,1485,1475,1471,Oceania,Australia,AUS,Queensland,Brisbane,-27.46,153.02
405,AGNEW NICKEL PROJECT,0,0,AGNEW NICKEL,7060,7771,8435,11211,12451,13619,1259,1248,1239,Oceania,Australia,AUS,Western Australia,Leinster,0,0
17980,ZINIFEX LTD,0,0,HOBART SMELTER,23357,24992,25255,11479,12361,12503,4069,4044,4040,Oceania,Australia,AUS,Tasmania,Hobart,-42.85,147.29
49292,AUSTRALIAN PAPER LTD,0,0,WESLEY VALE MILL,7036,7536,7651,11169,12040,12241,1260,1252,1250,Oceania,Australia,AUS,Tasmania,Wesley Vale,-41.18333,146.45
1250,GROOTE EYLANDT MINING CO,0,0,ALYANGULA,6791,7443,8006,10745,11877,12864,1264,1253,1245,Oceania,Australia,AUS,Northern Territory,Alyangula,-13.83,136.42
49795,WESTERN POWER,0,0,WINDIMURRA MINE,7492,8757,10157,9989,11818,13870,1500,1482,1465,Oceania,Australia,AUS,Western Australia,Windimurra,0,0
43063,GREEN PACIFIC ENERGY LTD,0,0,STAPYLTON,0,0,0,0,11797,23595,0,0,0,Oceania,Australia,AUS,Queensland,Stapylton,-27.73333,153.2333
4650,BUNDABERG SUGAR LTD,0,0,BINGERA MILL,0,0,0,11552,11797,11797,0,0,0,Oceania,Australia,AUS,Queensland,Bundaberg,-24.87,152.35
