Time,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043
29/03/2013 12:00,0.2976,0.41975,0.535,0.52966666,0.61266667,0.657,0.7134,0.6665,0.47233334,0.57025,0.63575,0.37383336,0.253,0.6328333,0.5796667,0.574,0.436,0.47916666,0.34216666,0.3242,0.050333332,0.2285,0.2482,0.2618,0.6746667,0.7545,0.51316667,0.0935,0.0155,0.048666667,0.093333334,0.54933333,0.3675,0.13816667,0.10933334,0.097,0.48466665,0.2398,0.423,0.48666665,0.7665,0.649,0.442
29/03/2013 13:00,0.309,0.4155,0.5483333,0.69083333,0.6855,0.628,0.80359995,0.7425,0.6155,0.66575,0.735,0.34683335,0.2215,0.5991667,0.63483334,0.694,0.5366,0.62,0.29916665,0.475,0.031833336,0.198,0.239,0.2766,0.753,0.864,0.5598333,0.16983333,0.024666665,0.05516667,0.037333332,0.653,0.39283335,0.153,0.1625,0.055,0.6025,0.4218,0.49775,0.564,0.78975,0.763,0.529
29/03/2013 14:00,0.3082,0.4555,0.49266666,0.702,0.62583333,0.6113333,0.726,0.69166666,0.6583333,0.74025,0.75025,0.3035,0.187,0.55583334,0.6865,0.75083333,0.5642,0.7455,0.40516666,0.581,0.0275,0.209,0.2548,0.3596,0.8296667,0.8556667,0.6715,0.22566667,0.026333334,0.07066666,0.071333334,0.6765,0.50516665,0.27333334,0.1655,0.16133332,0.6811667,0.5072,0.55275,0.668,0.7595,0.81,0.6105
29/03/2013 15:00,0.3516,0.3855,0.5498333,0.6026667,0.5861667,0.546,0.67340004,0.67116666,0.6741667,0.7495,0.685,0.4245,0.32683334,0.51133335,0.7355,0.6305,0.5026,0.8055,0.461,0.5496,0.07683334,0.20133333,0.3664,0.2736,0.8436667,0.76566666,0.774,0.28783333,0.03666667,0.0685,0.079333335,0.70316666,0.62333333,0.25766665,0.22533333,0.22833332,0.7365,0.6408,0.6675,0.7243333,0.77525,0.807,0.6835
29/03/2013 16:00,0.30339998,0.4105,0.45733336,0.16683333,0.46783334,0.46583334,0.196,0.5311667,0.3835,0.33175,0.194,0.26566666,0.35933334,0.4605,0.37716666,0.16966668,0.14,0.6778333,0.5245,0.50020003,0.16916667,0.09916666,0.1208,0.066,0.63,0.7575,0.6721667,0.2895,0.020666666,0.019,0.021666666,0.6191667,0.5056667,0.082333334,0.0745,0.06866667,0.462,0.28939998,0.20825,0.21566667,0.2315,0.235,0.206
29/03/2013 17:00,0.081199996,0.12875,0.1195,0,0.12366667,0.131,0,0.13916667,0.0765,0.047,0,0.052166667,0.10216667,0.13083333,0.06566666,0,0,0.1825,0.16233332,0.1442,0.05866667,0.017833333,0,0,0.16,0.22583333,0.18266667,0.083,0.0035,0,0,0.1705,0.131,0.006166666,0,0,0.100666665,0.036,0,0,0,0,0
29/03/2013 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/03/2013 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/03/2013 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/03/2013 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/03/2013 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/03/2013 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/03/2013 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/03/2013 01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/03/2013 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/03/2013 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/03/2013 04:00,0,0,0,0.011666667,0.003166667,0,0.016,0.003,0,0.01,0.02175,0.003833333,0,0,0,0.015,0.020200001,0.0035,0,0,0,0,0.0032,0.0034,0.006,0,0,0,0,0,0.004,0,0,0,0,3.33E-04,0,0,0,0,0,0,0
30/03/2013 05:00,0.0162,0.011,0.009833333,0.26933333,0.07766666,0.010666667,0.3728,0.08466666,0.019,0.24225,0.497,0.10616666,0.0215,0.014833333,0.009333333,0.349,0.4682,0.09566666,0.0245,0.022,0.022666667,0.009666667,0.0786,0.084800005,0.14166667,0.0235,0.0245,0.021,0.017833333,0.003,0.08933333,0.022,0.024166666,0.023333333,0.016166667,0.018,0.021333333,0.0168,0.02525,0.024666665,0.026,0.027,0.0225
30/03/2013 06:00,0.37260002,0.249,0.22916667,0.49666667,0.246,0.24916667,0.6146,0.49233335,0.43883336,0.55175,0.76425,0.5391667,0.50233334,0.3555,0.21166667,0.5696667,0.70379996,0.47,0.56666666,0.5104,0.5193333,0.22683333,0.14539999,0.1462,0.37433335,0.5463333,0.56,0.48783335,0.41566667,0.07366666,0.096666664,0.48,0.5618333,0.5365,0.37266666,0.267,0.49466667,0.38660002,0.5855,0.5663333,0.59975,0.62,0.51
30/03/2013 07:00,0.4854,0.331,0.41483334,0.5646667,0.35883334,0.388,0.6132,0.7448333,0.60366666,0.65925,0.8195,0.7698333,0.7615,0.66866666,0.32816666,0.643,0.7506,0.7901667,0.8466667,0.7866,0.77216667,0.333,0.1664,0.1664,0.681,0.8468333,0.7493333,0.785,0.69733334,0.10933334,0.04633333,0.724,0.8391667,0.8065,0.5536667,0.37666667,0.77383333,0.5236,0.86275,0.8366667,0.88175,0.91,0.628
30/03/2013 08:00,0.383,0.20975,0.44783333,0.47066665,0.48216665,0.39966667,0.5812,0.7793333,0.658,0.67,0.76425,0.7868333,0.83383334,0.73183334,0.30816665,0.5951667,0.75159997,0.9091667,0.892,0.857,0.8153333,0.324,0.1746,0.166,0.744,0.9135,0.76066667,0.8901667,0.768,0.1125,0.124,0.7708333,0.9066667,0.8506667,0.5693333,0.32833335,0.851,0.5936,0.896,0.8283333,0.912,0.958,0.465
30/03/2013 09:00,0.3556,0.144,0.39166665,0.439,0.48566666,0.42716667,0.57379997,0.7036667,0.7035,0.67925,0.69225,0.8151667,0.8698333,0.757,0.33583334,0.5426667,0.7306,0.944,0.92833334,0.86,0.8698333,0.32,0.166,0.14760001,0.7266667,0.918,0.83633333,0.9188333,0.6906667,0.12483334,0.208,0.75916666,0.9335,0.87083334,0.594,0.32566667,0.8623333,0.56259996,0.90425,0.7186667,0.914,0.957,0.2925
30/03/2013 10:00,0.266,0.088,0.37616664,0.40266666,0.5135,0.39866665,0.5966,0.71383333,0.6701667,0.6485,0.67875,0.7333333,0.81166667,0.7611667,0.34783334,0.44683334,0.64640003,0.92116666,0.9406667,0.843,0.81083333,0.32583335,0.145,0.116,0.7296667,0.9261667,0.79433334,0.917,0.5758333,0.13116667,0.231,0.73766667,0.9095,0.82166666,0.6461667,0.358,0.837,0.45679998,0.881,0.579,0.87625,0.924,0.1965
30/03/2013 11:00,0.2688,0.11625,0.39033335,0.39933336,0.4785,0.40583333,0.5478,0.6506667,0.53783333,0.636,0.67575,0.769,0.75666666,0.7665,0.277,0.3435,0.582,0.8921667,0.9603333,0.878,0.7736667,0.297,0.1398,0.099800006,0.7843333,0.9545,0.8308333,0.89883333,0.531,0.17233333,0.262,0.7626667,0.89383334,0.7948333,0.6685,0.33933336,0.8366667,0.45839998,0.86425,0.6056667,0.8295,0.926,0.2545
30/03/2013 12:00,0.32520002,0.18575,0.4045,0.425,0.40683335,0.4365,0.4716,0.5426667,0.37716666,0.64075,0.673,0.871,0.7225,0.77716666,0.18833333,0.25116667,0.5376,0.8718333,0.9873333,0.93079996,0.7671667,0.25833336,0.1436,0.093,0.857,0.987,0.9196667,0.87666667,0.5193333,0.22916667,0.299,0.8038333,0.889,0.7923333,0.6765,0.299,0.8498333,0.5074,0.85575,0.70066667,0.78475,0.943,0.3675
30/03/2013 13:00,0.3408,0.26675,0.39,0.56916666,0.42566666,0.39466664,0.5424,0.5626667,0.25933334,0.703,0.74675,0.8763333,0.8115,0.7436667,0.2795,0.2495,0.525,0.9235,1.0033333,0.915,0.7705,0.326,0.174,0.1152,0.852,1.0025,0.9176667,0.8951667,0.6146667,0.27333334,0.25066668,0.82316667,0.9183333,0.8615,0.7161667,0.28666666,0.8771667,0.5464,0.86575,0.78466666,0.753,0.938,0.554
30/03/2013 14:00,0.423,0.25225,0.428,0.44283333,0.4325,0.47533333,0.546,0.5683333,0.29783335,0.7275,0.62925,0.8376667,0.8828333,0.7545,0.29616666,0.216,0.3058,0.9245,0.99516666,0.9,0.849,0.29166666,0.1988,0.14660001,0.7176667,0.9916667,0.9075,0.9185,0.66283333,0.33183333,0.172,0.8161667,0.9125,0.8735,0.6931667,0.29066667,0.89383334,0.6258,0.86475,0.716,0.67625,0.897,0.5495
30/03/2013 15:00,0.27420002,0.263,0.29583335,0.108,0.39083335,0.40966666,0.15619999,0.47066665,0.1835,0.3345,0.167,0.7141667,0.8493333,0.7525,0.1765,0.058166668,0.063200004,0.8168333,0.9485,0.861,0.8071667,0.0775,0.060200002,0.0458,0.638,0.9463333,0.862,0.776,0.196,0.1035,0.04433333,0.7788333,0.57733333,0.35533336,0.19933333,0.086333334,0.4655,0.31620002,0.254,0.19933333,0.1905,0.26,0.1535
30/03/2013 16:00,0.2144,0.29075,0.18366668,0,0.40633336,0.35166666,0,0.39783335,0.152,0.16875,0,0.6161667,0.7611667,0.7118333,0.1215,0,0,0.72366667,0.8636667,0.7834,0.6845,0,0,0,0.583,0.8648333,0.7736667,0.65133333,0,0,0,0.7126667,0.40883335,0.12716666,0,0,0.25816667,0.1574,0,0,0,0,0
30/03/2013 17:00,0.06519999,0.0875,0.048,0,0.1235,0.10216667,0,0.113,0.048166666,0.04925,0,0.17483333,0.21566667,0.205,0.0345,0,0,0.2065,0.24566667,0.223,0.19016667,0,0,0,0.16633333,0.2465,0.21916667,0.18383333,0,0,0,0.2035,0.116333336,0.035666667,0,0,0.07266667,0.0442,0,0,0,0,0
30/03/2013 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/03/2013 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/03/2013 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/03/2013 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/03/2013 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/03/2013 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/03/2013 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/03/2013 01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/03/2013 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/03/2013 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/03/2013 04:00,0,0,0,0.0045,0.002666667,0,0.0108,0.002666667,0,0.00725,0.013,0.002333333,0,0,0,0.004,0.012399999,0.001,0,0,0,0,0.0046,0.0104,0.003,0,0,0,0,0,0.003666667,0.001833333,0,0,0,0.003,0,0,0,0,0,0,0
31/03/2013 05:00,0.0092,0.00475,0.007666667,0.10266666,0.07033334,0.008,0.2516,0.071166664,0.014166667,0.179,0.299,0.0715,0.023333333,0.023666667,0.013833333,0.094166666,0.2896,0.037,0.024666665,0.0254,0.025,0.022833334,0.1166,0.2376,0.07633334,0.020833334,0.026666665,0.025833335,0.0245,0.024166666,0.09633333,0.06333333,0.026166666,0.025166666,0.025166666,0.087,0.0265,0.0236,0.02125,0.025,0.019,0.024,0.022
31/03/2013 06:00,0.2078,0.105,0.16516668,0.122666664,0.25433332,0.18616667,0.37260002,0.35,0.32933334,0.44125,0.4345,0.5281667,0.5371667,0.548,0.32283333,0.2315,0.41120002,0.38916665,0.5676667,0.58779997,0.5816667,0.5253333,0.454,0.3242,0.218,0.4875,0.6175,0.59716666,0.5705,0.5593333,0.329,0.5348333,0.6031667,0.5765,0.5766667,0.43266666,0.613,0.5448,0.49525,0.5713333,0.441,0.555,0.51
31/03/2013 07:00,0.26720002,0.0765,0.149,0.259,0.34333333,0.30416664,0.4614,0.5273333,0.503,0.61425,0.57925,0.7983333,0.8211667,0.8213333,0.43583333,0.20283332,0.359,0.714,0.862,0.894,0.87666667,0.7521667,0.54620004,0.2676,0.49666667,0.8391667,0.9171667,0.8948333,0.848,0.7826667,0.44766665,0.7948333,0.8941667,0.8605,0.8541667,0.577,0.8935,0.7814,0.739,0.848,0.72225,0.67,0.8235
31/03/2013 08:00,0.33679998,0.09225,0.18166667,0.34583333,0.29783335,0.28966665,0.4704,0.6115,0.5505,0.5765,0.573,0.84533334,0.8755,0.8715,0.452,0.16733333,0.2744,0.8106667,0.92516667,0.9542,0.9316667,0.7808333,0.5218,0.192,0.6333333,0.9385,0.96466666,0.944,0.8973333,0.8123333,0.49766666,0.8416667,0.9355,0.903,0.8863333,0.5913333,0.9213333,0.8096,0.766,0.88733333,0.71575,0.627,0.895
31/03/2013 09:00,0.4394,0.15,0.26383334,0.3725,0.222,0.24233332,0.4324,0.6831667,0.587,0.467,0.4865,0.8558333,0.9063333,0.904,0.48166665,0.1615,0.19219999,0.8385,0.9685,0.99240005,0.9675,0.8068333,0.5028,0.1214,0.68666667,0.9825,0.9953333,0.9735,0.9316667,0.8461667,0.54433334,0.8611667,0.9593333,0.9266667,0.899,0.601,0.9338333,0.833,0.77025,0.90466666,0.64,0.626,0.924
31/03/2013 10:00,0.3416,0.0835,0.105166666,0.17,0.20833333,0.19166668,0.31820002,0.6436667,0.5258333,0.3535,0.495,0.8301667,0.8776667,0.8476667,0.46583334,0.20883332,0.2096,0.85116667,0.9471667,0.9738,0.9545,0.80333334,0.45220003,0.1316,0.6666667,0.9798333,0.9745,0.95233333,0.9033333,0.755,0.558,0.8235,0.9315,0.897,0.855,0.554,0.882,0.78720003,0.68275,0.7856667,0.5075,0.573,0.831
31/03/2013 11:00,0.2438,0.034,0.024,0.098,0.14083333,0.10916667,0.2094,0.4875,0.371,0.1795,0.4565,0.7225,0.7058333,0.6863333,0.39816666,0.2515,0.2112,0.7641667,0.8425,0.8434,0.8215,0.6675,0.289,0.110800005,0.5593333,0.8901667,0.8501667,0.809,0.7366667,0.5993333,0.48033336,0.7288333,0.8293333,0.754,0.6523333,0.38433334,0.7506667,0.7324,0.49775,0.5193333,0.358,0.427,0.582
31/03/2013 12:00,0.26860002,0.02975,0.022833334,0.08783334,0.2065,0.115666665,0.3144,0.491,0.403,0.22625,0.5585,0.812,0.811,0.7676667,0.46966666,0.29666665,0.1496,0.7768333,0.9106667,0.9298,0.924,0.7521667,0.3514,0.156,0.5923333,0.95066667,0.9363333,0.91116667,0.8221667,0.586,0.46533334,0.803,0.91616666,0.7986667,0.6481667,0.44633335,0.8538333,0.82159996,0.58125,0.5566667,0.34275,0.58,0.5445
31/03/2013 13:00,0.343,0.065,0.027166666,0.091,0.18733333,0.09,0.2694,0.42816666,0.39766666,0.1865,0.602,0.8911667,0.8975,0.8695,0.5796667,0.33733335,0.13939999,0.8036667,0.9763333,1.0086,0.9888333,0.8565,0.53059995,0.2162,0.6403333,0.9976667,1.0113333,0.9935,0.8958333,0.6433333,0.5393333,0.8461667,0.9828333,0.887,0.75083333,0.49666667,0.945,0.9026,0.69175,0.629,0.40875,0.274,0.466
31/03/2013 14:00,0.4052,0.0545,0.032166667,0.222,0.18983333,0.13433333,0.306,0.48666665,0.41716665,0.23825,0.43575,0.8666667,0.92833334,0.8666667,0.6458333,0.391,0.1612,0.8021667,0.9755,1.0014,0.973,0.8456667,0.732,0.27220002,0.6476667,0.9803333,1.0053333,0.978,0.9068333,0.7061667,0.5693333,0.8325,0.971,0.89716667,0.7908333,0.547,0.94483334,0.90540004,0.78375,0.789,0.62475,0.175,0.416
31/03/2013 15:00,0.3974,0.08,0.04366667,0.19583333,0.19366667,0.23133333,0.279,0.49366665,0.38966665,0.33925,0.4445,0.8151667,0.9043333,0.8336667,0.6733333,0.45633334,0.15239999,0.7815,0.9346667,0.95640004,0.92116666,0.7726667,0.74240005,0.293,0.6306667,0.9216667,0.96133333,0.9255,0.845,0.63816667,0.5416667,0.827,0.90966666,0.8348333,0.7643333,0.5223333,0.8836667,0.8368,0.75375,0.818,0.70225,0.321,0.423
31/03/2013 16:00,0.26520002,0.0725,0.04633333,0.048,0.174,0.149,0.075,0.44233334,0.19033332,0.108,0.14,0.6985,0.8016667,0.66616666,0.222,0.14033332,0.0426,0.696,0.8316667,0.8464,0.7871667,0.21983333,0.212,0.0866,0.5676667,0.8415,0.8548333,0.7226667,0.24066667,0.177,0.15566668,0.7265,0.542,0.23866667,0.22116667,0.14833333,0.34183335,0.2386,0.2145,0.23666666,0.206,0.109,0.126
31/03/2013 17:00,0.063,0.0185,0.013333333,0,0.04916667,0.03,0,0.12566666,0.033666667,0,0,0.193,0.225,0.17683333,0.009333333,0,0,0.19533333,0.23416667,0.2376,0.21733333,0,0,0,0.16033334,0.24033333,0.2405,0.18983333,0,0,0,0.2015,0.117,0,0,0,0.037,0,0,0,0,0,0
31/03/2013 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/03/2013 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/03/2013 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/03/2013 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/03/2013 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/03/2013 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/4/2013 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/4/2013 1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/4/2013 2:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/4/2013 3:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/4/2013 4:00,0,0,0,0.004,0.002,0,0.003,6.67E-04,0,0.00325,0.0085,0.001666667,0,0,0,0.008833333,0.0138,3.33E-04,0,0,0,0,0.0066,0.015,0.005333333,0,0,0,0,0,0.003,0.0035,0,0,0,0.007,0,0,0,0,0,0,0
1/4/2013 5:00,0.0068,0.00275,0.001666667,0.09266666,0.050833333,0.008166667,0.0752,0.027,0.015833333,0.08275,0.19475,0.052666668,0.019833334,0.0205,0.021166665,0.2165,0.32079998,0.014666667,0.018833334,0.021,0.022,0.022,0.1664,0.3518,0.132,0.0145,0.020333335,0.022666667,0.022,0.022166666,0.085,0.09566666,0.022166666,0.022166666,0.022166666,0.174,0.019666666,0.0192,0.01825,0.010333333,0.0155,0.003,0.0085
1/4/2013 6:00,0.156,0.06425,0.034166668,0.14666668,0.204,0.18783332,0.202,0.30916667,0.36783335,0.3275,0.22875,0.40933335,0.45866665,0.47683334,0.49066666,0.5506667,0.4946,0.22966667,0.43366665,0.48520002,0.51166666,0.50916666,0.5758,0.6488,0.33433333,0.3405,0.46733335,0.5208333,0.51116663,0.5128333,0.41966665,0.503,0.5096667,0.5138333,0.51166666,0.582,0.449,0.4442,0.4245,0.24233332,0.36025,0.07,0.196
1/4/2013 7:00,0.20539999,0.1125,0.06983334,0.13083333,0.32116666,0.31966665,0.2024,0.5515,0.6483333,0.49475,0.25025,0.639,0.7255,0.7358333,0.7546667,0.74516666,0.516,0.6046667,0.6915,0.78,0.7921667,0.793,0.79120004,0.7758,0.52966666,0.6368333,0.7646667,0.8096667,0.7946667,0.79116666,0.7076667,0.713,0.7881667,0.7915,0.7848333,0.788,0.604,0.7328,0.7435,0.43533334,0.55775,0.191,0.322
1/4/2013 8:00,0.1826,0.0975,0.06,0.094166666,0.3405,0.33283335,0.1896,0.63416666,0.727,0.402,0.2955,0.7105,0.8106667,0.807,0.8316667,0.81333333,0.6254,0.7425,0.814,0.868,0.8696667,0.8748333,0.8644,0.8294,0.7026667,0.7546667,0.8608333,0.8868333,0.8725,0.8623333,0.8336667,0.82816666,0.852,0.8653333,0.8535,0.848,0.6745,0.7776,0.825,0.44366667,0.588,0.188,0.587
1/4/2013 9:00,0.1734,0.10275,0.064166665,0.14816667,0.38233334,0.38066664,0.2108,0.6581667,0.7333333,0.496,0.408,0.80583334,0.8535,0.8368333,0.86833334,0.8295,0.7136,0.7646667,0.8665,0.9014,0.903,0.9176667,0.90440005,0.8714,0.8213333,0.8311667,0.9113333,0.9258333,0.90716666,0.895,0.8613333,0.90966666,0.8558333,0.90283334,0.8793333,0.8846667,0.7501667,0.8208,0.83675,0.47433335,0.31825,0.304,0.663
1/4/2013 10:00,0.1618,0.11075,0.066,0.1205,0.3775,0.4125,0.2874,0.6121667,0.69,0.468,0.40425,0.8055,0.8445,0.8155,0.838,0.816,0.72940004,0.7848333,0.876,0.906,0.8578333,0.8871667,0.85220003,0.8984,0.832,0.80583334,0.90783334,0.9081667,0.9041667,0.8186667,0.701,0.9163333,0.838,0.893,0.8355,0.8633333,0.719,0.792,0.70575,0.47,0.27775,0.275,0.6435
1/4/2013 11:00,0.113400005,0.079,0.077,0.14466667,0.28466666,0.31466666,0.27420002,0.5753333,0.557,0.465,0.3,0.6775,0.7725,0.70233333,0.7128333,0.642,0.56920004,0.722,0.7543333,0.7708,0.7445,0.7538333,0.7242,0.768,0.67766666,0.6931667,0.78033334,0.7808333,0.7793333,0.5966667,0.50366664,0.7908333,0.7596667,0.7848333,0.6813333,0.72366667,0.64133334,0.72179997,0.57325,0.38833335,0.2745,0.413,0.4895
1/4/2013 12:00,0.14819999,0.05525,0.13333333,0.1405,0.263,0.317,0.2888,0.6415,0.6656667,0.60575,0.35875,0.7708333,0.8526667,0.772,0.822,0.7743333,0.5622,0.7798333,0.859,0.87240005,0.8726667,0.8086667,0.8302,0.83659995,0.6996667,0.7693333,0.8595,0.8806667,0.8756667,0.7105,0.5406667,0.83316666,0.8425,0.8575,0.79116666,0.811,0.7345,0.8286,0.663,0.5376667,0.2925,0.551,0.4765
1/4/2013 13:00,0.1592,0.06525,0.104,0.105166666,0.30533335,0.31816664,0.2956,0.6396667,0.668,0.7165,0.5575,0.8576667,0.8935,0.814,0.8666667,0.8636667,0.5728,0.8121667,0.8765,0.9378,0.93416667,0.8666667,0.8834,0.8506,0.7653333,0.8145,0.9166667,0.9396667,0.9238333,0.8011667,0.7136667,0.8955,0.8375,0.9055,0.8451667,0.8523333,0.7465,0.857,0.7135,0.756,0.34575,0.378,0.4265
1/4/2013 14:00,0.16360001,0.07275,0.078833334,0.113,0.30266666,0.37116665,0.3128,0.5983333,0.6096667,0.676,0.50875,0.8153333,0.865,0.79033333,0.7985,0.7978333,0.6732,0.7503333,0.8598333,0.88159996,0.8843333,0.8368333,0.81,0.7766,0.635,0.7258333,0.8788333,0.8901667,0.8756667,0.7695,0.787,0.84716666,0.8268333,0.8585,0.8123333,0.818,0.7975,0.745,0.66875,0.7956667,0.4815,0.173,0.6195
1/4/2013 15:00,0.1002,0.09425,0.0805,0.12916668,0.2325,0.2965,0.4072,0.49566665,0.5521667,0.547,0.5055,0.7615,0.79366666,0.729,0.64383334,0.68416667,0.61579996,0.6971667,0.8128333,0.826,0.79766667,0.7271667,0.6882,0.63159996,0.605,0.6555,0.7563333,0.8035,0.7625,0.6476667,0.68,0.736,0.7305,0.7323333,0.70966667,0.6956667,0.742,0.6246,0.582,0.699,0.4,0.15,0.417
1/4/2013 16:00,0.0416,0.115,0.06983334,0.039333332,0.17216668,0.127,0.1306,0.31633335,0.203,0.1485,0.15425,0.5998333,0.6455,0.47816667,0.22833332,0.191,0.1688,0.55833334,0.68416667,0.6816,0.55833334,0.20233333,0.1912,0.17119999,0.36966667,0.5506667,0.6018333,0.48333335,0.21266668,0.17766668,0.186,0.47566664,0.4,0.2025,0.19783333,0.191,0.26383334,0.1742,0.163,0.195,0.1015,0.047,0.0865
1/4/2013 17:00,0.0084,0.0355,0.019,0,0.0465,0.021666666,0,0.075833336,0.019166665,0,0,0.1585,0.175,0.1125,0.022666667,0,0,0.14866666,0.188,0.18460001,0.1385,0,0,0,0.07833333,0.151,0.16366667,0.10633334,0,0,0,0.1125,0.0825,0,0,0,0.023,0,0,0,0,0,0
1/4/2013 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
