0,1501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1501,0,1313,1421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1313,0,5288,1078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1421,5288,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,486,105,0,929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,929,0,3394,5033,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3394,0,1425,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,5033,1425,0,2109,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2109,0,2304,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2304,0,2022,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2022,0,1500,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1500,0,284,0,1422,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,284,0,0,542,0,0,0,220,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,8907,0,0,0,0,0,469
0,0,0,0,0,0,0,0,0,0,0,1422,542,8907,0,2011,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,0,460,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,0,547,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547,0,537,0,0
0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,537,0,493,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,594,0,0,0,0,0,0,0
