timestamp,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043
18/01/13 07:00,0.51,0.66125,0.882,0.8318333,0.9555,0.9033333,0.85,0.9726667,0.96716666,0.93475,0.9145,0.932,0.9493333,1.0061667,1.014,0.9886667,0.96320003,0.9203333,0.9363333,0.958,0.9955,1.0236667,1.017,1.0002,0.5893333,0.45783335,0.7041667,0.9141667,0.976,1.0206667,1.0046667,0.6793333,0.8348333,0.9595,0.9813333,0.76566666,0.71966666,0.5274,0.78925,0.5803333,0.6935,0.872,0.5995
18/01/13 08:00,0.5862,0.72075,0.8923333,0.9118333,1.0015,0.9698333,0.8574,1.0096667,1.0096667,0.97375,0.94225,0.9611667,0.9688333,1.0413333,1.0498334,1.0223333,0.9994,0.95233333,0.9565,0.961,1.009,1.0445,1.0431999,1.0232,0.78033334,0.5318333,0.6638333,0.88566667,0.9785,1.0408334,1.0266666,0.7323333,0.8365,0.95966667,0.9376667,0.8123333,0.6515,0.4256,0.6345,0.5463333,0.52825,0.802,0.474
18/01/13 09:00,0.3502,0.685,0.8821667,0.901,1.0181667,0.937,0.8738,1.0221667,1.0288334,0.98925,0.9505,0.9636667,0.99,1.054,1.067,1.0395,1.0162001,0.9701667,0.9655,0.9698,1.0213333,1.053,1.0452,1.0172,0.8973333,0.5503333,0.727,0.8953333,0.9775,1.0493333,1.0213333,0.6691667,0.8276667,0.9306667,0.8661667,0.73,0.508,0.399,0.4845,0.541,0.47525,0.307,0.219
18/01/13 10:00,0.2486,0.68625,0.79766667,0.8341667,1.014,0.9453333,0.8606,1.015,1.0266666,0.98125,0.92525,0.9635,0.9833333,1.0546666,1.0636666,1.0338334,1.0186,0.9731667,0.97283334,0.9804,1.015,1.0476667,1.0398,0.9702,0.9196667,0.7016667,0.77216667,0.9455,0.9686667,1.047,1.007,0.7013333,0.84783334,0.8855,0.75483334,0.495,0.435,0.4162,0.3985,0.558,0.359,0.22,0.116
18/01/13 11:00,0.21519999,0.734,0.7473333,0.7513333,1.0066667,0.9418333,0.8092,1.008,1.0258334,0.944,0.93775,0.9626667,0.9806667,1.0605,1.067,1.041,1.0314,0.9603333,0.9688333,0.9822,1.0188333,1.048,1.0446,0.97220004,0.9343333,0.81166667,0.7938333,0.9738333,0.9741667,1.0501666,0.99,0.699,0.836,0.7946667,0.7321667,0.353,0.468,0.52559996,0.35675,0.515,0.3485,0.172,0.138
18/01/13 12:00,0.13960001,0.75525,0.6953333,0.61,1.018,0.9675,0.7356,0.9935,1.0335,0.90075,0.94575,0.9508333,0.9796667,1.075,1.0786666,1.045,1.0408001,0.9946667,0.9903333,0.98340005,1.0375,1.0518334,1.0528,1.022,0.981,0.8538333,0.8243333,0.97366667,0.9823333,1.052,0.95566666,0.7646667,0.83966666,0.6753333,0.7568333,0.35966665,0.6256667,0.6446,0.273,0.5426667,0.46175,0.305,0.138
18/01/13 13:00,0.17439999,0.7835,0.6885,0.6268333,1.0171667,0.9993333,0.6978,0.987,1.0453334,0.9425,0.92825,0.9321667,1.0001667,1.0785,1.079,1.0455,1.043,1.0225,1.006,1.0004001,1.0448334,1.0515,1.053,1.0358001,0.9706667,0.8526667,0.8753333,0.9918333,0.9841667,1.0491667,0.9476667,0.8598333,0.8545,0.6526667,0.6616667,0.41,0.65966666,0.613,0.33625,0.631,0.398,0.642,0.1805
18/01/13 14:00,0.2148,0.7695,0.7123333,0.5956667,0.9918333,0.9906667,0.6396,0.9725,1.0336666,0.93825,0.88775,0.9663333,1.0146667,1.067,1.0578334,1.0301666,1.0274,1.0265,1.0168333,1.02,1.0336666,1.038,1.0358001,1.0194,0.9873333,0.83966666,0.9551667,1.0051666,0.9856667,1.0021666,0.988,0.8895,0.9118333,0.6576667,0.6408333,0.615,0.7331667,0.652,0.6275,0.5463333,0.32575,0.658,0.222
18/01/13 15:00,0.1732,0.688,0.6865,0.6035,0.9568333,0.942,0.60040003,0.9296667,0.992,0.85875,0.71125,0.9658333,0.9921667,1.0326667,1.0096667,0.9846667,0.9856,1.0066667,1.0048333,1.005,1.0055,1.0056667,0.9946,0.98179996,0.9916667,0.8355,0.9825,0.9866667,0.9603333,0.953,0.991,0.8585,0.9231667,0.7723333,0.69666666,0.6583333,0.72866666,0.74079996,0.486,0.41233334,0.412,0.58,0.421
18/01/13 16:00,0.17480001,0.57625,0.62016666,0.6181667,0.8721667,0.8635,0.61859995,0.7921667,0.89883333,0.6985,0.586,0.9298333,0.9458333,0.963,0.92,0.8861667,0.8948,0.964,0.964,0.96040004,0.951,0.9175,0.8952,0.89320004,0.93,0.8183333,0.9483333,0.9371667,0.8918333,0.8976667,0.8953333,0.8405,0.88,0.8276667,0.748,0.39533335,0.652,0.6708,0.48775,0.522,0.4455,0.766,0.26
