Time,NQ,CQ,SWQ,SEQ,NNSW,Hunter,Central,SYD,STHRN,CAN,SWNSW,NVIC,CVIC,LV,MEL,WVIC,SESA,ADE,NSA,FNSA,TAS
2/1/13 14:00,1384.6,2477.7,510.1,2914.9,342.1,2651.2,598.7,3335.4,598.7,427.6,598.7,323.9,377.9,323.9,3418.5,954,155,1016.3,206.7,344.5,973.9
2/1/13 15:00,1411.6,2526,520.1,2971.8,337.6,2616.3,590.8,3291.4,590.8,422,590.8,327.5,382.1,327.5,3466.6,954.6,163,1068.3,217.3,362.1,1008.3
2/1/13 16:00,1451.5,2597.4,534.8,3055.7,339,2627.3,593.3,3305.4,593.3,423.8,593.3,338.9,395.3,338.9,3618.2,956.5,171.1,1121.8,228.2,380.3,1050.4
2/1/13 17:00,1472.8,2635.5,542.6,3100.6,336.6,2609,589.1,3282.3,589.1,420.8,589.1,338.7,395.2,338.7,3616.2,956.5,179.6,1177.1,239.4,399,1085.2
2/1/13 18:00,1446.8,2589,533,3045.9,325.6,2523.2,569.8,3174.3,569.8,407,569.8,330.3,385.4,330.3,3504.6,955.1,181.5,1189.6,242,403.3,1079.9
2/1/13 19:00,1395,2496.3,513.9,2936.8,314.4,2436.4,550.2,3065.2,550.2,393,550.2,319.8,373.1,319.8,3364.3,953.3,180.8,1185.5,241.1,401.9,1080.8
2/1/13 20:00,1370.6,2452.6,505,2885.4,314.6,2438.5,550.6,3067.7,550.6,393.3,550.6,315.7,368.3,315.7,3308.9,952.6,170.6,1118.2,227.4,379,1017.8
2/1/13 21:00,1316.1,2355.2,484.9,2770.8,296.9,2300.7,519.5,2894.4,519.5,371.1,519.5,311.6,363.6,311.6,3255.1,951.9,162.7,1066.5,216.9,361.5,1095.8
2/1/13 22:00,1268.9,2270.6,467.5,2671.3,295.7,2291.7,517.5,2883,517.5,369.6,517.5,295.8,345.1,295.8,3043.7,949.3,152.6,1000.4,203.5,339.1,1061.8
2/1/13 23:00,1180.3,2112.1,434.8,2484.8,290.8,2253.3,508.8,2834.8,508.8,363.4,508.8,287,334.8,287,2926,947.8,141.4,927,188.5,314.2,1025.4
